path,count,file_count,types,droidbot_count,haptest_count,sample1,sample2,sample3
from.viewTree.root.children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Column','Column','Column'
from.viewTree.root.children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Row','Row','Row'
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Column','Column','Column'
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Column','Column','Column'
to.viewTree.root.children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
event.component.children[].children[].children[].children[].children[].bounds,2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].bounds[],2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].checkable,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].checked,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].children,2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].children[],2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].clickable,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].enabled,2,1,bool,0,2,True,True,
event.component.children[].children[].children[].children[].children[].focused,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].hint,2,1,str,0,2,'','',
event.component.children[].children[].children[].children[].children[].id,2,1,str,0,2,'','',
event.component.children[].children[].children[].children[].children[].key,2,1,str,0,2,'','',
event.component.children[].children[].children[].children[].children[].longClickable,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].origBounds,2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].origBounds[],2,1,list,0,2,,,
event.component.children[].children[].children[].children[].children[].scrollable,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].selected,2,1,bool,0,2,False,False,
event.component.children[].children[].children[].children[].children[].text,2,1,str,0,2,'','4Yy9pRIVtm',
event.component.children[].children[].children[].children[].children[].type,2,1,str,0,2,'SymbolGlyph','Text',
event.component.children[].children[].children[].children[].children[].visible,2,1,bool,0,2,True,True,
event.abilityName,1,1,str,0,1,'EntryAbility',,
event.bundleName,1,1,str,0,1,'com.example.distributedcontacts',,
event.stop_intent,1,1,str,1,0,'am force-stop com.tencent.mm',,
