path,count,file_count,types,droidbot_count,haptest_count,sample1,sample2,sample3
event.view.content_free_signature,43,43,str,43,0,'[class]android.widget.FrameLayout[resource_id]android:id/content','[class]android.widget.Button[resource_id]com.tencent.mm:id/mje','[class]android.widget.LinearLayout[resource_id]com.tencent.mm:id/actionbar_u...
event.view.editable,43,43,bool,43,0,False,False,False
event.view.enabled,43,43,bool,43,0,True,True,True
event.view.focusable,43,43,bool,43,0,False,True,True
event.view.focused,43,43,bool,43,0,False,False,False
event.view.is_password,43,43,bool,43,0,False,False,False
event.view.long_clickable,43,43,bool,43,0,False,False,False
event.view.package,43,43,str,43,0,'com.tencent.mm','com.tencent.mm','com.tencent.mm'
event.view.parent,43,43,int,43,0,1,11,8
event.view.resource_id,43,43,"null,str",43,0,'android:id/content','com.tencent.mm:id/mje','com.tencent.mm:id/actionbar_up_indicator'
event.view.scrollable,43,43,bool,43,0,False,False,False
event.view.selected,43,43,bool,43,0,False,False,False
event.view.signature,43,43,str,43,0,'[class]android.widget.FrameLayout[resource_id]android:id/content[text]None[e...,'[class]android.widget.Button[resource_id]com.tencent.mm:id/mje[text]登录[enabl...,'[class]android.widget.LinearLayout[resource_id]com.tencent.mm:id/actionbar_u...
event.view.size,43,43,str,43,0,'1440*2506','288*113','81*99'
event.view.temp_id,43,43,int,43,0,2,12,15
event.view.text,43,43,"null,str",43,0,None,'登录',None
event.view.view_str,43,43,str,43,0,'46e950013b3546bfe101463d1d3a9f1e','37847b76b28db0c10ef8b1f2321574c1','649309ed9d3c91256a215fb14d4e1810'
event.view.visible,43,43,bool,43,0,True,True,True
event.x,43,43,null,43,0,None,None,None
event.y,43,43,null,43,0,None,None,None
event.component.children[].children[].children[].bounds,33,4,list,0,33,,,
event.component.children[].children[].children[].bounds[],33,4,list,0,33,,,
event.component.children[].children[].children[].checkable,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].checked,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].children,33,4,list,0,33,,,
event.component.children[].children[].children[].children[],33,4,list,0,33,,,
event.component.children[].children[].children[].clickable,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].enabled,33,4,bool,0,33,True,True,False
event.component.children[].children[].children[].focused,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].hint,33,4,str,0,33,'','',''
event.component.children[].children[].children[].id,33,4,str,0,33,'','',''
event.component.children[].children[].children[].key,33,4,str,0,33,'','',''
event.component.children[].children[].children[].longClickable,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].origBounds,33,4,list,0,33,,,
event.component.children[].children[].children[].origBounds[],33,4,list,0,33,,,
event.component.children[].children[].children[].scrollable,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].selected,33,4,bool,0,33,False,False,False
event.component.children[].children[].children[].text,33,4,str,0,33,'','姓名',''
event.component.children[].children[].children[].type,33,4,str,0,33,'SymbolGlyph','Text','TextInput'
event.component.children[].children[].children[].visible,33,4,bool,0,33,True,True,True
event.component.children[].children[].bounds[].x,28,4,int,0,28,517,699,52
event.component.children[].children[].bounds[].y,28,4,int,0,28,308,331,383
event.component.children[].children[].origBounds[].x,28,4,int,0,28,517,699,52
event.component.children[].children[].origBounds[].y,28,4,int,0,28,149,331,383
event.direct,28,28,int,0,28,0,2,0
event.speed,28,28,int,0,28,40000,40000,40000
event.step,28,28,int,0,28,60,60,60
event.text,28,28,str,0,28,'qXG9HxVXJIOoRI8Vr7QJOXl5o6r4zGJdpjqXwdlUqwvZClBFg9mbToHXpMsWDTpeiSHOtEMTPM2B...,'4Yy9pRIVtm22XM9r4fxvCcRGims1Z7UX','F'
event.component.children[].bounds,23,23,list,0,23,,,
event.component.children[].bounds[],23,23,list,0,23,,,
event.component.children[].checkable,23,23,bool,0,23,False,False,False
event.component.children[].checked,23,23,bool,0,23,False,False,False
event.component.children[].children,23,23,list,0,23,,,
event.component.children[].children[],23,23,list,0,23,,,
event.component.children[].clickable,23,23,bool,0,23,False,False,False
event.component.children[].enabled,23,23,bool,0,23,True,True,True
event.component.children[].focused,23,23,bool,0,23,False,False,False
event.component.children[].hint,23,23,str,0,23,'','',''
event.component.children[].id,23,23,str,0,23,'','',''
event.component.children[].key,23,23,str,0,23,'','',''
event.component.children[].longClickable,23,23,bool,0,23,False,False,False
event.component.children[].origBounds,23,23,list,0,23,,,
event.component.children[].origBounds[],23,23,list,0,23,,,
event.component.children[].scrollable,23,23,bool,0,23,False,False,False
event.component.children[].selected,23,23,bool,0,23,False,False,False
event.component.children[].text,23,23,str,0,23,'','',''
event.component.children[].type,23,23,str,0,23,'SymbolGlyph','SymbolGlyph','SymbolGlyph'
event.component.children[].visible,23,23,bool,0,23,True,True,True
event.intent,17,17,str,17,0,'am start com.tencent.mm/com.tencent.mm.ui.LauncherUI','am start com.tencent.mm/com.tencent.mm.ui.LauncherUI','am force-stop com.tencent.mm'
event.view.allowed_actions,16,16,list,16,0,,,
event.view.allowed_actions[],16,16,list,16,0,,,
event.view.desc,16,16,str,16,0,"'<button bound_box=230,2334,518,2447>登录</button>'","'<button bound_box=922,2334,1210,2447>注册</button>'","'<button bound_box=1318,99,1407,169>语言</button>'"
event.view.local_id,16,16,str,16,0,'0','1','2'
event.view.special_attrs,16,16,list,16,0,,,
event.view.special_attrs[],16,16,list,16,0,,,
event.component.children[].children[].bounds,14,4,list,0,14,,,
event.component.children[].children[].bounds[],14,4,list,0,14,,,
event.component.children[].children[].checkable,14,4,bool,0,14,False,False,False
event.component.children[].children[].checked,14,4,bool,0,14,False,False,False
event.component.children[].children[].children,14,4,list,0,14,,,
event.component.children[].children[].children[],14,4,list,0,14,,,
event.component.children[].children[].clickable,14,4,bool,0,14,False,False,False
event.component.children[].children[].enabled,14,4,bool,0,14,True,True,True
event.component.children[].children[].focused,14,4,bool,0,14,False,False,False
event.component.children[].children[].hint,14,4,str,0,14,'','',''
event.component.children[].children[].id,14,4,str,0,14,'','',''
event.component.children[].children[].key,14,4,str,0,14,'','',''
event.component.children[].children[].longClickable,14,4,bool,0,14,False,False,False
event.component.children[].children[].origBounds,14,4,list,0,14,,,
event.component.children[].children[].origBounds[],14,4,list,0,14,,,
event.component.children[].children[].scrollable,14,4,bool,0,14,False,False,False
event.component.children[].children[].selected,14,4,bool,0,14,False,False,False
event.component.children[].children[].text,14,4,str,0,14,'','',''
event.component.children[].children[].type,14,4,str,0,14,'Image','Row','Row'
event.component.children[].children[].visible,14,4,bool,0,14,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,12,3,int,0,12,52,208,269
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,12,3,int,0,12,568,724,616
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,12,3,int,0,12,52,208,269
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,12,3,int,0,12,568,724,616
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,12,3,int,0,12,52,208,269
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,12,3,int,0,12,568,724,616
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,12,3,int,0,12,52,208,269
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,12,3,int,0,12,568,724,616
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,12,3,int,0,12,52,208,269
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,12,3,int,0,12,568,724,616
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,12,3,int,0,12,52,208,269
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,12,3,int,0,12,568,724,616
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,12,3,int,0,12,52,208,269
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,12,3,int,0,12,568,724,616
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,12,3,int,0,12,52,208,269
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,12,3,int,0,12,568,724,616
event.component.children[].children[].children[].children[].bounds[].x,10,2,int,0,10,153,594,607
event.component.children[].children[].children[].children[].bounds[].y,10,2,int,0,10,1326,1456,1352
event.component.children[].children[].children[].children[].origBounds[].x,10,2,int,0,10,153,594,607
event.component.children[].children[].children[].children[].origBounds[].y,10,2,int,0,10,1326,1456,1352
from.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].checkable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].checked,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].checkable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].checked,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].children,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].children[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].clickable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].enabled,6,3,bool,0,6,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].focused,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].hint,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].id,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].key,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].longClickable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].scrollable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].selected,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].text,6,3,str,0,6,'','4Yy9pRIVtm',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].type,6,3,str,0,6,'SymbolGlyph','Text','SymbolGlyph'
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].visible,6,3,bool,0,6,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].clickable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].enabled,6,3,bool,0,6,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].focused,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].hint,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].id,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].key,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].longClickable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds,6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],6,3,list,0,6,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].scrollable,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].selected,6,3,bool,0,6,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].text,6,3,str,0,6,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].type,6,3,str,0,6,'Row','Column','Row'
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].visible,6,3,bool,0,6,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
from.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
from.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].checkable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].checked,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].bounds[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].checkable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].checked,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].children,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].children[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].clickable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].enabled,6,3,bool,0,6,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].focused,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].hint,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].id,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].key,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].longClickable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].scrollable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].selected,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].text,6,3,str,0,6,'','4Yy9pRIVtm',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].type,6,3,str,0,6,'SymbolGlyph','Text','SymbolGlyph'
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].children[].visible,6,3,bool,0,6,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].clickable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].enabled,6,3,bool,0,6,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].focused,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].hint,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].id,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].key,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].longClickable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds,6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],6,3,list,0,6,,,
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].scrollable,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].selected,6,3,bool,0,6,False,False,False
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].text,6,3,str,0,6,'','',''
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].type,6,3,str,0,6,'Row','Column','Row'
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[].visible,6,3,bool,0,6,True,True,True
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
to.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[].x,6,3,int,0,6,52,1164,52
to.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[].y,6,3,int,0,6,568,724,568
event.component.children[].children[].children[].children[].bounds,5,2,list,0,5,,,
event.component.children[].children[].children[].children[].bounds[],5,2,list,0,5,,,
event.component.children[].children[].children[].children[].checkable,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].checked,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].children,5,2,list,0,5,,,
event.component.children[].children[].children[].children[].children[],5,2,list,0,5,,,
event.component.children[].children[].children[].children[].clickable,5,2,bool,0,5,True,False,True
event.component.children[].children[].children[].children[].enabled,5,2,bool,0,5,True,True,True
event.component.children[].children[].children[].children[].focused,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].hint,5,2,str,0,5,'','',''
event.component.children[].children[].children[].children[].id,5,2,str,0,5,'','',''
event.component.children[].children[].children[].children[].key,5,2,str,0,5,'','',''
event.component.children[].children[].children[].children[].longClickable,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].origBounds,5,2,list,0,5,,,
event.component.children[].children[].children[].children[].origBounds[],5,2,list,0,5,,,
event.component.children[].children[].children[].children[].scrollable,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].selected,5,2,bool,0,5,False,False,False
event.component.children[].children[].children[].children[].text,5,2,str,0,5,'取消','','确认'
event.component.children[].children[].children[].children[].type,5,2,str,0,5,'Button','Divider','Button'
event.component.children[].children[].children[].children[].visible,5,2,bool,0,5,True,True,True
event.component.children[].children[].children[].children[].children[].bounds[].x,4,1,int,0,4,52,208,269
event.component.children[].children[].children[].children[].children[].bounds[].y,4,1,int,0,4,568,724,616
event.component.children[].children[].children[].children[].children[].origBounds[].x,4,1,int,0,4,52,208,269
event.component.children[].children[].children[].children[].children[].origBounds[].y,4,1,int,0,4,568,724,616
event.duration,4,4,int,4,0,2000,2000,2000
from.viewTree.root.children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].bounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].checkable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].checked,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].children[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Row','Row','Row'
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].text,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].type,3,3,str,0,3,'Column','Column','Column'
from.viewTree.root.children[].children[].children[].children[].children[].children[].children[].visible,3,3,bool,0,3,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].clickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].enabled,3,3,bool,0,3,True,True,True
from.viewTree.root.children[].children[].children[].children[].children[].children[].focused,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].hint,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].id,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].key,3,3,str,0,3,'','',''
from.viewTree.root.children[].children[].children[].children[].children[].children[].longClickable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds,3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].origBounds[],3,3,list,0,3,,,
from.viewTree.root.children[].children[].children[].children[].children[].children[].scrollable,3,3,bool,0,3,False,False,False
from.viewTree.root.children[].children[].children[].children[].children[].children[].selected,3,3,bool,0,3,False,False,False
